country,date,station,tl_cm,wt_g,sex,maturity,year,month,quarter
Tanzania,2016-09-09T00:00:00Z,Nafuba Island,24.2,170,F,II,2016,Sep,3
Tanzania,2016-09-09T00:00:00Z,Nafuba Island,22.2,140,F,II,2016,Sep,3
Tanzania,2016-09-09T00:00:00Z,Nafuba Island,37.1,630,M,II,2016,Sep,3
Tanzania,2016-09-09T00:00:00Z,Nafuba Island,33.4,450,F,II,2016,Sep,3
Tanzania,2016-09-09T00:00:00Z,Nafuba Island,34,510,M,II,2016,Sep,3
Tanzania,2016-09-09T00:00:00Z,Nafuba Island,17,60,NA,I,2016,Sep,3
Tanzania,2016-09-09T00:00:00Z,Nafuba Island,29.8,330,F,II,2016,Sep,3
Tanzania,2016-09-09T00:00:00Z,Nafuba Island,23.8,160,M,II,2016,Sep,3
Tanzania,2016-09-09T00:00:00Z,Nafuba Island,26.1,200,F,II,2016,Sep,3
Tanzania,2016-09-09T00:00:00Z,Nafuba Island,19.7,97,NA,I,2016,Sep,3
Tanzania,2016-09-09T00:00:00Z,Nafuba Island,52,1750,F,III,2016,Sep,3
Tanzania,2016-09-09T00:00:00Z,Nafuba Island,20.2,110,NA,I,2016,Sep,3
Tanzania,2016-09-09T00:00:00Z,Nafuba Island,10.6,15,NA,I,2016,Sep,3
Tanzania,2016-09-09T00:00:00Z,Nafuba Island,9.9,10,NA,I,2016,Sep,3
Tanzania,2016-09-09T00:00:00Z,Nafuba Island,12.5,25,NA,I,2016,Sep,3
Tanzania,2016-09-09T00:00:00Z,Off Magu Bay,30.5,350,M,II,2016,Sep,3
Tanzania,2016-09-09T00:00:00Z,Off Magu Bay,34,490,F,II,2016,Sep,3
Tanzania,2016-09-09T00:00:00Z,Off Magu Bay,58,2200,F,III,2016,Sep,3
Tanzania,2016-09-09T00:00:00Z,Off Magu Bay,15.2,40,NA,I,2016,Sep,3
Tanzania,2016-09-09T00:00:00Z,Off Magu Bay,20.8,100,NA,I,2016,Sep,3
Tanzania,2016-09-09T00:00:00Z,Off Magu Bay,31.9,420,M,II,2016,Sep,3
Tanzania,2016-09-09T00:00:00Z,Off Magu Bay,31.2,390,F,II,2016,Sep,3
Tanzania,2016-09-09T00:00:00Z,Off Magu Bay,18,70,NA,I,2016,Sep,3
Tanzania,2016-09-09T00:00:00Z,Off Magu Bay,15.5,45,NA,I,2016,Sep,3
Tanzania,2016-09-09T00:00:00Z,Off Magu Bay,37.8,660,M,II,2016,Sep,3
Tanzania,2016-09-09T00:00:00Z,Off Magu Bay,36,600,F,II,2016,Sep,3
Tanzania,2016-09-09T00:00:00Z,Off Magu Bay,32.2,460,F,II,2016,Sep,3
Tanzania,2016-09-09T00:00:00Z,Off Magu Bay,46.3,1200,M,III,2016,Sep,3
Tanzania,2016-09-09T00:00:00Z,Off Magu Bay,27.5,270,F,II,2016,Sep,3
Tanzania,2016-09-09T00:00:00Z,Off Magu Bay,27.5,240,F,II,2016,Sep,3
Tanzania,2016-09-09T00:00:00Z,Off Magu Bay,41.5,840,F,II,2016,Sep,3
Tanzania,2016-09-09T00:00:00Z,Off Magu Bay,38.5,650,F,II,2016,Sep,3
Tanzania,2016-09-09T00:00:00Z,Off Magu Bay,44.6,1160,F,III,2016,Sep,3
Tanzania,2016-09-09T00:00:00Z,Off Magu Bay,38.2,700,F,II,2016,Sep,3
Tanzania,2016-09-09T00:00:00Z,Off Magu Bay,33.7,470,F,II,2016,Sep,3
Tanzania,2016-09-09T00:00:00Z,Off Magu Bay,59.8,2500,F,III,2016,Sep,3
Tanzania,2016-09-09T00:00:00Z,Off Magu Bay,43.2,970,F,II,2016,Sep,3
Tanzania,2016-09-09T00:00:00Z,Off Magu Bay,50.2,1630,F,III,2016,Sep,3
Tanzania,2016-09-09T00:00:00Z,Off Magu Bay,47,1230,M,III,2016,Sep,3
Tanzania,2016-09-09T00:00:00Z,Off Magu Bay,27.5,260,F,II,2016,Sep,3
Tanzania,2016-09-09T00:00:00Z,Off Magu Bay,31,400,M,II,2016,Sep,3
Tanzania,2016-09-09T00:00:00Z,Off Magu Bay,29.1,300,M,II,2016,Sep,3
Tanzania,2016-09-09T00:00:00Z,Off Magu Bay,27,250,F,II,2016,Sep,3
Tanzania,2016-09-09T00:00:00Z,Off Magu Bay,17.9,100,NA,I,2016,Sep,3
Tanzania,2016-09-09T00:00:00Z,Off Magu Bay,9.5,12,NA,I,2016,Sep,3
Tanzania,2016-09-09T00:00:00Z,Off Magu Bay,15.9,51,NA,I,2016,Sep,3
Tanzania,2016-09-09T00:00:00Z,Off Magu Bay,26.5,215,F,II,2016,Sep,3
Tanzania,2016-09-09T00:00:00Z,Off Magu Bay,6.5,10,NA,I,2016,Sep,3
Tanzania,2016-09-09T00:00:00Z,Off Magu Bay,18,65,NA,I,2016,Sep,3
Tanzania,2017-09-08T00:00:00Z,Biswe island,46.6,1300,F,III,2017,Sep,3
Tanzania,2017-09-08T00:00:00Z,Biswe island,50.1,1700,M,IV,2017,Sep,3
Tanzania,2017-09-08T00:00:00Z,Biswe island,49.1,1500,F,III,2017,Sep,3
Tanzania,2017-09-08T00:00:00Z,Biswe island,37.8,600,F,II,2017,Sep,3
Tanzania,2017-09-08T00:00:00Z,Biswe island,45.4,1200,F,III,2017,Sep,3
Tanzania,2017-09-08T00:00:00Z,Biswe island,49.6,1600,M,III,2017,Sep,3
Tanzania,2017-09-08T00:00:00Z,Biswe island,40,900,F,III,2017,Sep,3
Tanzania,2017-09-08T00:00:00Z,Biswe island,44.1,1000,F,III,2017,Sep,3
Tanzania,2017-09-08T00:00:00Z,Biswe island,51.6,1500,F,III,2017,Sep,3
Tanzania,2017-09-08T00:00:00Z,Biswe island,40.5,800,M,II,2017,Sep,3
Tanzania,2017-09-08T00:00:00Z,Biswe island,39.3,700,M,II,2017,Sep,3
Tanzania,2017-09-08T00:00:00Z,Biswe island,39.8,800,F,II,2017,Sep,3
Tanzania,2017-09-08T00:00:00Z,Biswe island,50.6,1500,F,III,2017,Sep,3
Tanzania,2017-09-08T00:00:00Z,Biswe island,38.2,700,M,II,2017,Sep,3
Tanzania,2017-09-08T00:00:00Z,Biswe island,72.7,4400,F,IV,2017,Sep,3
Tanzania,2017-09-08T00:00:00Z,Biswe island,49.1,1500,F,III,2017,Sep,3
Tanzania,2017-09-08T00:00:00Z,Biswe island,35.1,500,F,II,2017,Sep,3
Tanzania,2017-09-08T00:00:00Z,Biswe island,93.2,8500,F,V,2017,Sep,3
Tanzania,2017-09-08T00:00:00Z,Biswe island,84.8,6400,F,IV,2017,Sep,3
Tanzania,2017-09-08T00:00:00Z,Biswe island,36.4,600,M,II,2017,Sep,3
Tanzania,2017-09-08T00:00:00Z,Biswe island,33.7,400,M,II,2017,Sep,3
Tanzania,2017-09-08T00:00:00Z,Biswe island,31.2,400,-,I,2017,Sep,3
Tanzania,2017-09-08T00:00:00Z,Biswe island,31.4,400,F,II,2017,Sep,3
Tanzania,2017-09-08T00:00:00Z,Biswe island,30.8,380,M,II,2017,Sep,3
Tanzania,2017-09-08T00:00:00Z,Biswe island,30.1,300,-,I,2017,Sep,3
Tanzania,2017-09-08T00:00:00Z,Biswe island,26.1,200,F,II,2017,Sep,3
Tanzania,2017-09-08T00:00:00Z,Biswe island,25.2,200,-,I,2017,Sep,3
Tanzania,2017-09-08T00:00:00Z,Biswe island,21.8,100,-,I,2017,Sep,3
Tanzania,2017-09-08T00:00:00Z,Biswe island,22.4,150,-,I,2017,Sep,3
Tanzania,2017-09-08T00:00:00Z,Biswe island,15.1,26,-,I,2017,Sep,3
Tanzania,2017-09-08T00:00:00Z,Biswe island,15.9,40,-,I,2017,Sep,3
Tanzania,2017-09-08T00:00:00Z,Biswe island,11.6,20,-,I,2017,Sep,3
Tanzania,2017-09-08T00:00:00Z,Biswe island,10.9,20,-,I,2017,Sep,3
Tanzania,2017-09-08T00:00:00Z,Biswe island,8.5,10,-,I,2017,Sep,3
Tanzania,2017-09-10T00:00:00Z,Emin Pasha Gulf,88.1,9000,F,IV,2017,Sep,3
Tanzania,2017-09-10T00:00:00Z,Emin Pasha Gulf,58.9,2600,M,III,2017,Sep,3
Tanzania,2017-09-10T00:00:00Z,Emin Pasha Gulf,55.5,2200,F,III,2017,Sep,3
Tanzania,2017-09-10T00:00:00Z,Emin Pasha Gulf,50.8,1700,F,II,2017,Sep,3
Tanzania,2017-09-10T00:00:00Z,Emin Pasha Gulf,43.4,1000,F,II,2017,Sep,3
Tanzania,2017-09-10T00:00:00Z,Emin Pasha Gulf,39.1,800,F,II,2017,Sep,3
Tanzania,2017-09-10T00:00:00Z,Emin Pasha Gulf,41.1,850,F,II,2017,Sep,3
Tanzania,2017-09-10T00:00:00Z,Emin Pasha Gulf,67.4,3700,F,III,2017,Sep,3
Tanzania,2017-09-10T00:00:00Z,Emin Pasha Gulf,61.5,2600,F,III,2017,Sep,3
Tanzania,2017-09-10T00:00:00Z,Emin Pasha Gulf,46.6,1200,F,II,2017,Sep,3
Tanzania,2017-09-10T00:00:00Z,Emin Pasha Gulf,42.7,900,F,II,2017,Sep,3
Tanzania,2017-09-10T00:00:00Z,Emin Pasha Gulf,45.7,1200,F,II,2017,Sep,3
Tanzania,2017-09-10T00:00:00Z,Emin Pasha Gulf,50.4,1600,M,III,2017,Sep,3
Tanzania,2017-09-10T00:00:00Z,Emin Pasha Gulf,65,2000,M,III,2017,Sep,3
Tanzania,2017-09-10T00:00:00Z,Emin Pasha Gulf,47.7,1300,F,II,2017,Sep,3
Tanzania,2017-09-10T00:00:00Z,Emin Pasha Gulf,44.9,950,M,II,2017,Sep,3
Tanzania,2017-09-10T00:00:00Z,Emin Pasha Gulf,47,1200,M,II,2017,Sep,3
Tanzania,2017-09-10T00:00:00Z,Emin Pasha Gulf,35.3,600,F,II,2017,Sep,3
Tanzania,2017-09-10T00:00:00Z,Emin Pasha Gulf,25.6,500,M,II,2017,Sep,3
Tanzania,2017-09-10T00:00:00Z,Emin Pasha Gulf,33.3,550,F,II,2017,Sep,3
Tanzania,2017-09-10T00:00:00Z,Emin Pasha Gulf,30.5,350,F,II,2017,Sep,3
Tanzania,2017-09-10T00:00:00Z,Emin Pasha Gulf,31.1,350,F,II,2017,Sep,3
Tanzania,2017-09-10T00:00:00Z,Emin Pasha Gulf,31.9,400,F,II,2017,Sep,3
Tanzania,2017-09-10T00:00:00Z,Emin Pasha Gulf,27.5,300,-,I,2017,Sep,3
Tanzania,2017-09-10T00:00:00Z,Emin Pasha Gulf,30.4,350,-,I,2017,Sep,3
Tanzania,2017-09-10T00:00:00Z,Emin Pasha Gulf,27.1,300,-,I,2017,Sep,3
Tanzania,2017-09-10T00:00:00Z,Emin Pasha Gulf,20.7,120,-,I,2017,Sep,3
Tanzania,2017-09-10T00:00:00Z,Emin Pasha Gulf,23.4,160,-,I,2017,Sep,3
Tanzania,2017-09-10T00:00:00Z,Emin Pasha Gulf,21.9,110,-,I,2017,Sep,3
Tanzania,2017-09-10T00:00:00Z,Emin Pasha Gulf,20.4,100,-,I,2017,Sep,3
Tanzania,2017-09-10T00:00:00Z,Emin Pasha Gulf,19.5,95,-,I,2017,Sep,3
Tanzania,2017-09-10T00:00:00Z,Emin Pasha Gulf,9.7,20,-,I,2017,Sep,3
Tanzania,2017-09-10T00:00:00Z,Emin Pasha Gulf,10.1,20,-,I,2017,Sep,3
Tanzania,2017-09-10T00:00:00Z,Emin Pasha Gulf,10.4,25,-,I,2017,Sep,3
Tanzania,2017-09-10T00:00:00Z,Mazinga Island,85.1,7200,M,IV,2017,Sep,3
Tanzania,2017-09-10T00:00:00Z,Mazinga Island,68.2,2400,F,III,2017,Sep,3
Tanzania,2017-09-10T00:00:00Z,Mazinga Island,61.8,2550,F,III,2017,Sep,3
Tanzania,2017-09-10T00:00:00Z,Mazinga Island,57.6,2200,F,III,2017,Sep,3
Tanzania,2017-09-10T00:00:00Z,Mazinga Island,48.7,1400,M,III,2017,Sep,3
Tanzania,2017-09-10T00:00:00Z,Mazinga Island,41,800,M,II,2017,Sep,3
Tanzania,2017-09-10T00:00:00Z,Mazinga Island,42.9,900,F,II,2017,Sep,3
Tanzania,2017-09-10T00:00:00Z,Mazinga Island,52.8,1700,F,III,2017,Sep,3
Tanzania,2017-09-10T00:00:00Z,Mazinga Island,46.9,1250,F,II,2017,Sep,3
Tanzania,2017-09-10T00:00:00Z,Mazinga Island,49.1,1330,F,II,2017,Sep,3
Tanzania,2017-09-10T00:00:00Z,Mazinga Island,45.2,1000,M,II,2017,Sep,3
Tanzania,2017-09-10T00:00:00Z,Mazinga Island,44.5,1100,F,II,2017,Sep,3
Tanzania,2017-09-10T00:00:00Z,Mazinga Island,40.3,850,F,II,2017,Sep,3
Tanzania,2017-09-10T00:00:00Z,Mazinga Island,48.8,1350,M,III,2017,Sep,3
Tanzania,2017-09-10T00:00:00Z,Mazinga Island,62.7,2800,F,III,2017,Sep,3
Tanzania,2017-09-10T00:00:00Z,Mazinga Island,50.6,1600,M,III,2017,Sep,3
Tanzania,2017-09-10T00:00:00Z,Mazinga Island,45.4,1050,F,II,2017,Sep,3
Tanzania,2017-09-10T00:00:00Z,Mazinga Island,50.3,1300,F,III,2017,Sep,3
Tanzania,2017-09-10T00:00:00Z,Mazinga Island,49.6,1600,M,III,2017,Sep,3
Tanzania,2017-09-10T00:00:00Z,Mazinga Island,45.3,1100,M,III,2017,Sep,3
Tanzania,2017-09-10T00:00:00Z,Mazinga Island,40.2,800,M,II,2017,Sep,3
Tanzania,2017-09-10T00:00:00Z,Mazinga Island,45.9,1100,M,II,2017,Sep,3
Tanzania,2017-09-10T00:00:00Z,Mazinga Island,44.8,1000,F,II,2017,Sep,3
Tanzania,2017-09-10T00:00:00Z,Mazinga Island,50.6,1450,F,II,2017,Sep,3
Tanzania,2017-09-10T00:00:00Z,Mazinga Island,46.4,1000,F,II,2017,Sep,3
Tanzania,2017-09-10T00:00:00Z,Mazinga Island,47.4,1150,M,III,2017,Sep,3
Tanzania,2017-09-10T00:00:00Z,Mazinga Island,42.5,850,M,II,2017,Sep,3
Tanzania,2017-09-10T00:00:00Z,Mazinga Island,39.1,650,M,II,2017,Sep,3
Tanzania,2017-09-10T00:00:00Z,Mazinga Island,39.3,650,F,II,2017,Sep,3
Tanzania,2017-09-10T00:00:00Z,Mazinga Island,35.5,500,M,II,2017,Sep,3
Tanzania,2017-09-10T00:00:00Z,Mazinga Island,23.2,160,-,I,2017,Sep,3
Tanzania,2017-09-10T00:00:00Z,Mazinga Island,17.5,75,-,I,2017,Sep,3
Tanzania,2017-09-10T00:00:00Z,Mazinga Island,16.5,60,-,I,2017,Sep,3
Tanzania,2017-09-10T00:00:00Z,Mazinga Island,10.2,25,-,I,2017,Sep,3
Tanzania,2017-09-10T00:00:00Z,Mazinga Island,10.2,25,-,I,2017,Sep,3
Tanzania,2017-09-11T00:00:00Z,Mahiga Island,42.4,800,F,II,2017,Sep,3
Tanzania,2017-09-11T00:00:00Z,Mahiga Island,46.1,1200,M,IV,2017,Sep,3
Tanzania,2017-09-11T00:00:00Z,Mahiga Island,51.2,1500,F,III,2017,Sep,3
Tanzania,2017-09-11T00:00:00Z,Mahiga Island,43.9,900,F,II,2017,Sep,3
Tanzania,2017-09-11T00:00:00Z,Mahiga Island,55.5,2100,M,III,2017,Sep,3
Tanzania,2017-09-11T00:00:00Z,Mahiga Island,46.4,1200,F,II,2017,Sep,3
Tanzania,2017-09-11T00:00:00Z,Mahiga Island,42.3,900,M,II,2017,Sep,3
Tanzania,2017-09-11T00:00:00Z,Mahiga Island,45.5,1100,M,II,2017,Sep,3
Tanzania,2017-09-11T00:00:00Z,Mahiga Island,61,2400,F,III,2017,Sep,3
Tanzania,2017-09-11T00:00:00Z,Mahiga Island,52,1400,F,II,2017,Sep,3
Tanzania,2017-09-11T00:00:00Z,Mahiga Island,43.1,850,F,II,2017,Sep,3
Tanzania,2017-09-11T00:00:00Z,Mahiga Island,49.1,1400,F,III,2017,Sep,3
Tanzania,2017-09-11T00:00:00Z,Mahiga Island,38.2,800,F,II,2017,Sep,3
Tanzania,2017-09-11T00:00:00Z,Mahiga Island,57.9,2100,F,III,2017,Sep,3
Tanzania,2017-09-11T00:00:00Z,Mahiga Island,43.9,1000,M,II,2017,Sep,3
Tanzania,2017-09-11T00:00:00Z,Mahiga Island,43.2,950,M,II,2017,Sep,3
Tanzania,2017-09-11T00:00:00Z,Mahiga Island,52.6,1900,M,III,2017,Sep,3
Tanzania,2017-09-11T00:00:00Z,Mahiga Island,45.8,1300,M,II,2017,Sep,3
Tanzania,2017-09-11T00:00:00Z,Mahiga Island,40.9,950,M,II,2017,Sep,3
Tanzania,2017-09-11T00:00:00Z,Mahiga Island,48.9,1400,M,III,2017,Sep,3
Tanzania,2017-09-11T00:00:00Z,Mahiga Island,43.8,1000,F,II,2017,Sep,3
Tanzania,2017-09-11T00:00:00Z,Mahiga Island,55.4,2000,F,III,2017,Sep,3
Tanzania,2017-09-11T00:00:00Z,Mahiga Island,43.4,1000,F,III,2017,Sep,3
Tanzania,2017-09-11T00:00:00Z,Mahiga Island,44.6,1200,M,III,2017,Sep,3
Tanzania,2017-09-11T00:00:00Z,Mahiga Island,47.9,1200,F,III,2017,Sep,3
Tanzania,2017-09-11T00:00:00Z,Mahiga Island,49.2,1300,F,III,2017,Sep,3
Tanzania,2017-09-11T00:00:00Z,Mahiga Island,35.2,500,F,II,2017,Sep,3
Tanzania,2017-09-11T00:00:00Z,Mahiga Island,16.1,230,-,I,2017,Sep,3
Tanzania,2017-09-11T00:00:00Z,Mahiga Island,12.4,25,-,I,2017,Sep,3
Tanzania,2017-09-11T00:00:00Z,Mahiga Island,13.2,30,-,I,2017,Sep,3
Tanzania,2017-09-11T00:00:00Z,Mahiga Island,17.9,75,-,I,2017,Sep,3
Tanzania,2017-09-11T00:00:00Z,Mahiga Island,19.6,100,-,I,2017,Sep,3
Tanzania,2017-09-11T00:00:00Z,Mahiga Island,9.2,20,-,I,2017,Sep,3
Tanzania,2017-09-11T00:00:00Z,Mahiga Island,11.2,25,-,I,2017,Sep,3
Tanzania,2017-09-11T00:00:00Z,Mahiga Island,39.2,575,F,II,2017,Sep,3
Tanzania,2017-09-11T00:00:00Z,Mahiga Island,43.5,735,F,II,2017,Sep,3
Tanzania,2017-09-14T00:00:00Z,Bumbile Channel,88.2,9440,F,III,2017,Sep,3
Tanzania,2017-09-14T00:00:00Z,Bumbile Channel,53.3,1900,F,III,2017,Sep,3
Tanzania,2017-09-14T00:00:00Z,Bumbile Channel,52.8,1900,F,II,2017,Sep,3
Tanzania,2017-09-14T00:00:00Z,Bumbile Channel,55.4,2100,M,III,2017,Sep,3
Tanzania,2017-09-14T00:00:00Z,Bumbile Channel,49.2,1500,F,II,2017,Sep,3
Tanzania,2017-09-14T00:00:00Z,Bumbile Channel,50.8,1600,F,II,2017,Sep,3
Tanzania,2017-09-14T00:00:00Z,Bumbile Channel,47.8,1400,M,II,2017,Sep,3
Tanzania,2017-09-14T00:00:00Z,Bumbile Channel,55.1,2200,M,III,2017,Sep,3
Tanzania,2017-09-14T00:00:00Z,Bumbile Channel,50.6,1550,F,III,2017,Sep,3
Tanzania,2017-09-14T00:00:00Z,Bumbile Channel,46.9,1400,M,III,2017,Sep,3
Tanzania,2017-09-14T00:00:00Z,Bumbile Channel,62.3,2700,F,III,2017,Sep,3
Tanzania,2017-09-14T00:00:00Z,Bumbile Channel,59.1,2400,F,III,2017,Sep,3
Tanzania,2017-09-14T00:00:00Z,Bumbile Channel,83.6,8000,M,V,2017,Sep,3
Tanzania,2017-09-14T00:00:00Z,Bumbile Channel,46.8,1450,M,III,2017,Sep,3
Tanzania,2017-09-14T00:00:00Z,Bumbile Channel,50.9,1600,F,III,2017,Sep,3
Tanzania,2017-09-14T00:00:00Z,Bumbile Channel,44.7,1200,M,II,2017,Sep,3
Tanzania,2017-09-14T00:00:00Z,Bumbile Channel,60.6,2700,F,III,2017,Sep,3
Tanzania,2017-09-14T00:00:00Z,Bumbile Channel,50.4,1700,M,III,2017,Sep,3
Tanzania,2017-09-14T00:00:00Z,Bumbile Channel,49.2,1600,M,III,2017,Sep,3
Tanzania,2017-09-14T00:00:00Z,Bumbile Channel,51.2,1600,F,III,2017,Sep,3
Tanzania,2017-09-14T00:00:00Z,Bumbile Channel,51.4,1600,M,II,2017,Sep,3
Tanzania,2017-09-14T00:00:00Z,Bumbile Channel,49.4,1550,F,II,2017,Sep,3
Tanzania,2017-09-14T00:00:00Z,Bumbile Channel,51.3,1800,F,III,2017,Sep,3
Tanzania,2017-09-14T00:00:00Z,Bumbile Channel,32.1,500,M,II,2017,Sep,3
Tanzania,2017-09-14T00:00:00Z,Bumbile Channel,31.1,500,F,II,2017,Sep,3
Tanzania,2017-09-14T00:00:00Z,Bumbile Channel,28.8,400,F,II,2017,Sep,3
Tanzania,2017-09-14T00:00:00Z,Bumbile Channel,33.6,450,M,II,2017,Sep,3
Tanzania,2017-09-14T00:00:00Z,Bumbile Channel,20.1,100,-,I,2017,Sep,3
Tanzania,2017-09-14T00:00:00Z,Bumbile Channel,23.7,160,F,II,2017,Sep,3
Tanzania,2017-09-14T00:00:00Z,Bumbile Channel,19.5,105,-,I,2017,Sep,3
Tanzania,2017-09-14T00:00:00Z,Bumbile Channel,12.1,25,-,I,2017,Sep,3
Tanzania,2017-09-14T00:00:00Z,Bumbile Channel,14.3,30,-,I,2017,Sep,3
Tanzania,2017-09-14T00:00:00Z,Bumbile Channel,10.6,20,-,I,2017,Sep,3
Tanzania,2017-09-14T00:00:00Z,Bumbile Channel,6.5,10,-,I,2017,Sep,3
Uganda,2017-09-16T00:00:00Z,off Rubafu Bay,27,200,F,II,2017,Sep,3
Uganda,2017-09-16T00:00:00Z,off Rubafu Bay,25.1,200,M,II,2017,Sep,3
Uganda,2017-09-16T00:00:00Z,off Rubafu Bay,28.4,300,M,II,2017,Sep,3
Uganda,2017-09-16T00:00:00Z,off Rubafu Bay,25.5,190,F,II,2017,Sep,3
Uganda,2017-09-16T00:00:00Z,off Rubafu Bay,20.1,150,M,II,2017,Sep,3
Uganda,2017-09-16T00:00:00Z,off Rubafu Bay,27,180,M,II,2017,Sep,3
Uganda,2017-09-16T00:00:00Z,off Rubafu Bay,25.8,170,F,II,2017,Sep,3
Uganda,2017-09-16T00:00:00Z,off Rubafu Bay,29.5,210,F,II,2017,Sep,3
Uganda,2017-09-16T00:00:00Z,off Rubafu Bay,29.9,300,F,II,2017,Sep,3
Uganda,2017-09-16T00:00:00Z,off Rubafu Bay,30.5,340,F,II,2017,Sep,3
Uganda,2017-09-16T00:00:00Z,off Rubafu Bay,25.9,220,M,II,2017,Sep,3
Uganda,2017-09-16T00:00:00Z,off Rubafu Bay,26.2,210,F,II,2017,Sep,3
Uganda,2017-09-16T00:00:00Z,off Rubafu Bay,23.5,140,F,II,2017,Sep,3
Uganda,2017-09-16T00:00:00Z,off Rubafu Bay,29,300,M,II,2017,Sep,3
Uganda,2017-09-16T00:00:00Z,off Rubafu Bay,32.5,400,F,II,2017,Sep,3
Uganda,2017-09-16T00:00:00Z,off Rubafu Bay,25.7,195,-,I,2017,Sep,3
Uganda,2017-09-16T00:00:00Z,off Rubafu Bay,26.2,210,F,II,2017,Sep,3
Uganda,2017-09-16T00:00:00Z,off Rubafu Bay,25.1,180,-,I,2017,Sep,3
Uganda,2017-09-16T00:00:00Z,off Rubafu Bay,23.6,160,-,I,2017,Sep,3
Uganda,2017-09-16T00:00:00Z,off Rubafu Bay,20.5,125,-,I,2017,Sep,3
Uganda,2017-09-16T00:00:00Z,off Rubafu Bay,19,90,-,I,2017,Sep,3
Uganda,2017-09-16T00:00:00Z,off Rubafu Bay,18.1,80,-,I,2017,Sep,3
Uganda,2017-09-16T00:00:00Z,off Rubafu Bay,20.2,95,-,I,2017,Sep,3
Uganda,2017-09-16T00:00:00Z,off Rubafu Bay,18.4,75,-,I,2017,Sep,3
Uganda,2017-09-16T00:00:00Z,off Rubafu Bay,12.1,25,-,I,2017,Sep,3
Uganda,2017-09-16T00:00:00Z,off Rubafu Bay,11.2,20,-,I,2017,Sep,3
Uganda,2017-09-16T00:00:00Z,off Rubafu Bay,12.2,20,-,I,2017,Sep,3
Uganda,2017-09-16T00:00:00Z,off Rubafu Bay,11.6,20,-,I,2017,Sep,3
Uganda,2017-09-16T00:00:00Z,off Rubafu Bay,10.2,15,-,I,2017,Sep,3
Uganda,2017-09-16T00:00:00Z,off Rubafu Bay,10.7,20,-,I,2017,Sep,3
Uganda,2017-09-16T00:00:00Z,off Rubafu Bay,9.5,15,-,I,2017,Sep,3
Uganda,2017-09-16T00:00:00Z,off Rubafu Bay,7,7,-,I,2017,Sep,3
Uganda,2017-09-16T00:00:00Z,off Rubafu Bay,31.2,300,F,II,2017,Sep,3
Uganda,2017-09-16T00:00:00Z,off Rubafu Bay,45.5,1100,F,II,2017,Sep,3
Uganda,2017-09-16T00:00:00Z,off Rubafu Bay,36.7,450,M,II,2017,Sep,3
Uganda,2017-09-16T00:00:00Z,off Rubafu Bay,88.1,7400,F,III,2017,Sep,3
Uganda,2017-09-16T00:00:00Z,off Rubafu Bay,53.4,1800,F,III,2017,Sep,3
Uganda,2017-09-16T00:00:00Z,off Rubafu Bay,46.8,1200,F,II,2017,Sep,3
Uganda,2017-09-16T00:00:00Z,off Rubafu Bay,43,700,F,II,2017,Sep,3
Uganda,2017-09-16T00:00:00Z,off Rubafu Bay,29.2,200,M,II,2017,Sep,3
Uganda,2017-09-17T00:00:00Z,Lujabwa Island,110,14500,M,VI,2017,Sep,3
Uganda,2017-09-17T00:00:00Z,Lujabwa Island,37.5,600,M,III,2017,Sep,3
Uganda,2017-09-17T00:00:00Z,Lujabwa Island,37.7,600,M,III,2017,Sep,3
Uganda,2017-09-17T00:00:00Z,Lujabwa Island,50.5,1500,M,IV,2017,Sep,3
Uganda,2017-09-17T00:00:00Z,Lujabwa Island,51.2,1400,F,III,2017,Sep,3
Uganda,2017-09-17T00:00:00Z,Lujabwa Island,27.8,600,M,III,2017,Sep,3
Uganda,2017-09-17T00:00:00Z,Lujabwa Island,54.2,900,F,III,2017,Sep,3
Uganda,2017-09-17T00:00:00Z,Lujabwa Island,39,700,F,III,2017,Sep,3
Uganda,2017-09-17T00:00:00Z,Lujabwa Island,33.2,400,M,III,2017,Sep,3
Uganda,2017-09-17T00:00:00Z,Lujabwa Island,35.7,500,F,III,2017,Sep,3
Uganda,2017-09-17T00:00:00Z,Lujabwa Island,47.3,1300,F,III,2017,Sep,3
Uganda,2017-09-17T00:00:00Z,Lujabwa Island,32.8,300,M,II,2017,Sep,3
Uganda,2017-09-17T00:00:00Z,Lujabwa Island,49.1,1400,M,IV,2017,Sep,3
Uganda,2017-09-17T00:00:00Z,Lujabwa Island,38.4,600,M,III,2017,Sep,3
Uganda,2017-09-17T00:00:00Z,Lujabwa Island,32.5,400,F,II,2017,Sep,3
Uganda,2017-09-17T00:00:00Z,Lujabwa Island,44.2,900,M,III,2017,Sep,3
Uganda,2017-09-17T00:00:00Z,Lujabwa Island,40.3,700,M,III,2017,Sep,3
Uganda,2017-09-17T00:00:00Z,Lujabwa Island,44.3,1000,M,III,2017,Sep,3
Uganda,2017-09-17T00:00:00Z,Lujabwa Island,32.7,300,F,II,2017,Sep,3
Uganda,2017-09-17T00:00:00Z,Lujabwa Island,44.6,1100,M,IV,2017,Sep,3
Uganda,2017-09-17T00:00:00Z,Lujabwa Island,35.4,500,M,II,2017,Sep,3
Uganda,2017-09-17T00:00:00Z,Lujabwa Island,38.6,600,M,III,2017,Sep,3
Uganda,2017-09-17T00:00:00Z,Lujabwa Island,35.2,200,M,II,2017,Sep,3
